OID,EFF_DATE,SITE_NO,SITE_TYPE_CODE,STATE_CODE,ARPT_ID,ARPT_NAME,CITY,COUNTRY_CODE,OWNERSHIP_TYPE_CODE,FACILITY_USE_CODE,RWY_ID,LAT1_DECIMAL,LONG1_DECIMAL,LAT2_DECIMAL,LONG2_DECIMAL,RWY_LEN,RWY_WIDTH,SURFACE_TYPE_CODE,COND,TREATMENT_CODE,PCN,PAVEMENT_TYPE_CODE,SUBGRADE_STRENGTH_CODE,TIRE_PRES_CODE,DTRM_METHOD_CODE,RWY_LGT_CODE,RWY_LEN_SOURCE,LENGTH_SOURCE_DATE,GROSS_WT_SW,GROSS_WT_DW,GROSS_WT_DTW,GROSS_WT_DDTW,Shape__Area,Shape__Length
5826,2025/11/27,19345.,A,OR,S12,ALBANY MUNI,ALBANY,US,PU,PU,16/34,44.64193833,-123.05945563,44.63369891,-123.05943908,3004,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2017/07/29,30,43,71,,41342.9609375,2642.16099920878
5829,2025/11/27,19348.,A,OR,1S8,ARLINGTON MUNI,ARLINGTON,US,PU,PU,06/24,45.7218623,-120.18671788,45.72325255,-120.1672375,5000,50,TURF,GOOD,NONE,,,,,,,,,,,,,47658.0390625,4403.42036496992
5830,2025/11/27,19352.1,A,OR,S03,ASHLAND MUNI/SUMNER PARKER FLD,ASHLAND,US,PU,PU,12/30,42.19414277,-122.66478886,42.18642883,-122.65647372,3603,75,ASPH,EXCELLENT,NONE,,,,,,MED,3RD PARTY SURVEY,2017/11/22,15,,,,45760.53125,3028.2137030941
5832,2025/11/27,19354.,A,OR,AST,ASTORIA RGNL,ASTORIA,US,PU,PU,08/26,46.15983425,-123.88974263,46.15831419,-123.86698386,5794,100,ASPH,,NONE,,,,,,MED,3RD PARTY SURVEY,2022/09/23,60,76,119,,112165.34375,5178.6282467831
5833,2025/11/27,19354.,A,OR,AST,ASTORIA RGNL,ASTORIA,US,PU,PU,14/32,46.16204283,-123.88287908,46.15106925,-123.87504508,4467,100,ASPH,EXCELLENT,NONE,,,,,,MED,3RD PARTY SURVEY,2022/09/23,60,76,119,,86473.0859375,4022.63619952086
5835,2025/11/27,19356.,A,OR,UAO,AURORA STATE,AURORA,US,PU,PU,17/35,45.25393408,-122.76883975,45.24031869,-122.77125408,5003,100,ASPH,GOOD,GRVD,,,,,,MED,3RD PARTY SURVEY,2022/08/20,30,45,,,93768.28125,4425.4062050869
5836,2025/11/27,19358.,A,OR,BKE,BAKER CITY MUNI,BAKER CITY,US,PU,PU,08/26,44.83692427,-117.81427416,44.83574225,-117.80022869,3670,140,ASPH,FAIR,NONE,,,,,,,3RD PARTY SURVEY,2022/09/30,30,,,,94905.453125,3269.5662015705
5837,2025/11/27,19358.,A,OR,BKE,BAKER CITY MUNI,BAKER CITY,US,PU,PU,13/31,44.84224516,-117.81338444,44.83132994,-117.80119486,5084,100,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2022/09/30,50,65,,,93915.0078125,4457.37741947814
5838,2025/11/27,19358.,A,OR,BKE,BAKER CITY MUNI,BAKER CITY,US,PU,PU,17/35,44.84482502,-117.81271238,44.83287327,-117.81306386,4359,75,ASPH,GOOD,NONE,,,,,,,3RD PARTY SURVEY,2022/09/30,30,,,,60401.1796875,3817.76240901632
5839,2025/11/27,19362.1,A,OR,S05,BANDON STATE,BANDON,US,PU,PU,16/34,43.09139575,-124.40808011,43.08152386,-124.40764608,3601,60,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2006/01/31,12,,,,37640.3828125,3060.99764323345
5841,2025/11/27,19365.,A,OR,2S2,BEAVER MARSH,BEAVER MARSH,US,PR,PU,18/36,43.13342988,-121.80621555,43.12163794,-121.81122369,4500,60,DIRT,POOR,NONE,,,,,,LOW,,,,,,,47125.2109375,3816.08067670306
5842,2025/11/27,19371.,A,OR,BDN,BEND MUNI,BEND,US,PU,PU,16/34,44.10169211,-121.20021444,44.08742938,-121.20022752,5201,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2018/08/05,30,,,,70253.0078125,4484.99107315576
5843,2025/11/27,19374.,A,OR,M50,BOARDMAN,BOARDMAN,US,PU,PU,04/22,45.81214527,-119.82778972,45.81750416,-119.81321055,4200,100,ASPH,GOOD,NONE,,,,,,MED,NGS,1993/02/23,30,,,,80306.3828125,3757.15665962731
5845,2025/11/27,19374.51,A,OR,BOK,BROOKINGS,BROOKINGS,US,PU,PU,12/30,42.077123,-124.29296408,42.07073538,-124.28658933,2901,60,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2017/11/16,11,,,,29366.359375,2433.58584803369
5846,2025/11/27,19377.,A,OR,BNO,BURNS MUNI,BURNS,US,PU,PU,03/21,43.58746508,-118.95971841,43.59598602,-118.94691636,4600,60,CONC,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2021/10/08,30,,,,48887.5078125,3921.5169183735
5847,2025/11/27,19377.,A,OR,BNO,BURNS MUNI,BURNS,US,PU,PU,12/30,43.59697583,-118.96421275,43.58716766,-118.95048533,5101,75,CONC,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2021/10/08,30,50,90,,67765.65625,4356.28123892829
5848,2025/11/27,19381.,A,OR,3S4,ILLINOIS VALLEY,CAVE JUNCTION,US,PU,PU,18/36,42.10992027,-123.67988444,42.09728011,-123.68494852,4807,60,ASPH,GOOD,NONE,,,,,,MED,ADO,2006/10/31,20,30,,,48710.390625,4006.30926773662
5849,2025/11/27,19403.,A,OR,2S7,CHILOQUIN STATE,CHILOQUIN,US,PU,PU,17/35,42.58443458,-121.87829197,42.5742023,-121.87973633,3749,60,ASPH,GOOD,NONE,,,,,,MED,ADO,2012/11/05,10,,,,38568.796875,3160.081142659
5850,2025/11/27,19403.3,A,OR,62S,CHRISTMAS VALLEY,CHRISTMAS VALLEY,US,PU,PU,07/25,43.2362885,-120.67444377,43.23621697,-120.65493619,5200,60,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2015/05/24,12,,,,54621.5546875,4393.50784563539
5851,2025/11/27,19403.5,A,OR,3S6,TOKETEE STATE,CLEARWATER,US,PU,PU,11/29,43.22815247,-122.42886708,43.21873819,-122.41346147,5350,60,TURF,GOOD,NONE,,,,,,,,,,,,,56201.4921875,4526.57098776195
5852,2025/11/27,19405.4,A,OR,3S9,CONDON STATE PAULING FLD,CONDON,US,PU,PU,07/25,45.24657938,-120.173246,45.24655341,-120.15965544,3500,60,CONC,GOOD,NONE,,,,,,MED,,,12,,,,39362.578125,3077.83533652034
5853,2025/11/27,19407.,A,OR,CVO,CORVALLIS MUNI,CORVALLIS,US,PU,PU,10/28,44.50123566,-123.28928916,44.49805458,-123.27827122,3100,75,ASPH,EXCELLENT,NONE,,,,,,MED,3RD PARTY SURVEY,2019/10/14,51,65,100,,42463.3828125,2710.55639626714
5854,2025/11/27,19407.,A,OR,CVO,CORVALLIS MUNI,CORVALLIS,US,PU,PU,17/35,44.50345222,-123.29106952,44.48738897,-123.29381008,5900,150,ASPH,EXCELLENT,NONE,,,,,,HIGH,3RD PARTY SURVEY,2019/10/14,35,73,100,,161606.453125,5178.68036206193
5855,2025/11/27,19411.1,A,OR,61S,COTTAGE GROVE STATE,COTTAGE GROVE,US,PU,PU,15/33,43.80834777,-123.0334828,43.79979325,-123.03074952,3201,60,ASPH,EXCELLENT,NONE,,,,,,MED,3RD PARTY SURVEY,2018/08/16,15,,,,34263.875,2758.82565706781
5856,2025/11/27,19413.,A,OR,5S2,CRESCENT LAKE STATE,CRESCENT LAKE,US,PU,PU,13/31,43.53695663,-121.95393083,43.52862338,-121.946587,3608,40,ASPH,EXCELLENT,NONE,,,,,,,ADO,2020/11/04,,,,,25521.0078125,3070.44883194959
5857,2025/11/27,19414.1,A,OR,77S,HOBBY FLD,CRESWELL,US,PU,PU,16/34,43.93499675,-123.00727641,43.92653066,-123.00608038,3102,60,ASPH,EXCELLENT,NONE,,,,,,MED,,,12.5,,,,33349.6171875,2681.46003211135
5859,2025/11/27,19430.1,A,OR,8S4,ENTERPRISE MUNI,ENTERPRISE,US,PU,PU,12/30,45.42775358,-117.26844058,45.421928,-117.26103625,2850,50,ASPH,FAIR,NONE,,,,,,HIGH,ADO,2013/02/14,7,,,,26880.59375,2519.82635848582
5860,2025/11/27,19430.14,A,OR,68D,REDS HORSE RANCH USFS,ENTERPRISE,US,PU,PU,14/32,45.3467,-117.62928888,45.34241944,-117.62367777,2125,20,TURF,,NONE,,,,,,,,,,,,,7994.2890625,1861.04555950476
5861,2025/11/27,19430.16,A,OR,O62,B & H USFS,ENTERPRISE,US,PU,PU,04/22,45.72228888,-117.07988888,45.72594444,-117.07486111,1850,30,TURF,,NONE,,,,,,,OWNER,2020/03/30,,,,,10583.1640625,1642.39983418418
5863,2025/11/27,19434.,A,OR,EUG,MAHLON SWEET FLD,EUGENE,US,PU,PU,16L/34R,44.13297441,-123.20272913,44.11651711,-123.20248516,6000,150,ASPH,GOOD,GRVD,,,,,,HIGH,3RD PARTY SURVEY,2016/07/19,120,211,342,,162299.71875,5231.82149563532
5864,2025/11/27,19434.,A,OR,EUG,MAHLON SWEET FLD,EUGENE,US,PU,PU,16R/34L,44.13544855,-123.219148,44.11347969,-123.218816,8009,150,ASPH,GOOD,GRVD,,,,,,HIGH,3RD PARTY SURVEY,2016/07/19,120,250,550,,216652.625,6941.35169721071
5865,2025/11/27,19443.,A,OR,6S2,FLORENCE MUNI,FLORENCE,US,PU,PU,15/33,43.98683502,-124.11260013,43.97880158,-124.11013469,3000,60,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2019/01/17,12.5,,,,32301.7890625,2596.31017176958
5866,2025/11/27,19447.4,A,OR,6S4,DAVIS,GATES,US,PR,PU,07/25,44.7460358,-122.42510444,44.7457443,-122.41764716,1940,50,TURF,GOOD,NONE,,,,,,,,,,,,,17870.671875,1705.78343580744
5867,2025/11/27,19449.4,A,OR,S45,SILETZ BAY STATE,GLENEDEN BEACH,US,PU,PU,17/35,44.88122794,-124.02735691,44.87234713,-124.02975666,3297,60,ASPH,FAIR,NONE,,,,,,MED,3RD PARTY SURVEY,2009/08/09,11,,,,36601.8359375,2892.43754296022
5868,2025/11/27,19453.,A,OR,4S1,GOLD BEACH MUNI,GOLD BEACH,US,PU,PU,16/34,42.41972719,-124.42540552,42.41097705,-124.42443688,3200,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2015/07/28,12.5,,,,40928.0390625,2709.38314135227
5869,2025/11/27,19457.1,A,OR,3S8,GRANTS PASS,GRANTS PASS,US,PU,PU,13/31,42.51441711,-123.39260675,42.50582436,-123.38337363,4001,75,ASPH,EXCELLENT,NONE,,,,,,MED,3RD PARTY SURVEY,2020/05/14,19,,,,51328.359375,3372.72988085412
5871,2025/11/27,19465.,A,OR,HRI,HERMISTON MUNI,HERMISTON,US,PU,PU,05/23,45.82535144,-119.2669825,45.83107991,-119.25134294,4501,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2017/07/31,22,,,,64580.234375,3999.39224041658
5873,2025/11/27,19473.,A,OR,4S2,KEN JERNSTEDT AIRFIELD,HOOD RIVER,US,PU,PU,07/25,45.67277458,-121.53981755,45.67277894,-121.52791013,3040,75,ASPH,EXCELLENT,NONE,,,,,,MED,,,23,,,,43433.3203125,2716.59007304172
5874,2025/11/27,19474.,A,OR,7S9,LENHARDT AIRPARK,HUBBARD,US,PR,PU,02/20,45.17844444,-122.74697222,45.18461111,-122.73952777,2956,45,ASPH,GOOD,NONE,,,,,,LOW,STATE,2004/10/27,,,,,24876.796875,2596.45161367218
5875,2025/11/27,19476.21,A,OR,25U,MEMALOOSE USFS,IMNAHA,US,PU,PU,17/35,45.43228997,-116.69259886,45.42341927,-116.69516261,3300,120,DIRT,FAIR,NONE,,,,,,,STATE,2002/09/04,,,,,74707.46875,2975.4870418165
5876,2025/11/27,19476.41,A,OR,O68,SLUICE CREEK,IMNAHA,US,PU,PU,03/21,45.44661111,-116.58628333,45.44854722,-116.58365555,976,25,TURF,,NONE,,,,,,,OWNER,2022/10/27,,,,,4606.921875,870.125657207713
5877,2025/11/27,19476.42,A,OR,O48,SALMON BAR,IMNAHA,US,PU,PU,14/32,45.86121388,-116.79843333,45.85931111,-116.7972,762,30,TURF,,NONE,,,,,,,OWNER,2022/10/27,,,,,4376.4453125,693.638338238661
5878,2025/11/27,19476.43,A,OR,O29,PITTSBURG LANDING,IMNAHA,US,PU,PU,13/31,45.63016111,-116.47587777,45.62865277,-116.47391944,744,25,TURF,,NONE,,,,,,,OWNER,2022/10/27,,,,,3533.109375,670.407595729661
5879,2025/11/27,19476.43,A,OR,O29,PITTSBURG LANDING,IMNAHA,US,PU,PU,16/34,45.63052777,-116.47520555,45.62857222,-116.47488611,718,25,TURF,,NONE,,,,,,,OWNER,2022/10/27,,,,,3408.4921875,648.40676170327
5881,2025/11/27,19476.5,A,OR,7S5,INDEPENDENCE STATE,INDEPENDENCE,US,PU,PU,16/34,44.87126861,-123.19825625,44.8630345,-123.1982338,3002,60,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2018/11/07,12.5,,,,33315.96875,2638.11962715721
5882,2025/11/27,19480.,A,OR,GCD,GRANT COUNTY RGNL/OGILVIE FLD,JOHN DAY,US,PU,PU,09/27,44.4039318,-118.98018008,44.40010236,-118.965439,4100,60,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2023/11/17,12.5,,,,44757.4921875,3543.42815703272
5883,2025/11/27,19480.,A,OR,GCD,GRANT COUNTY RGNL/OGILVIE FLD,JOHN DAY,US,PU,PU,17/35,44.41088641,-118.96290647,44.39659663,-118.96431333,5224,60,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2023/11/17,12.5,,,,57044.53125,4515.28135083187
5884,2025/11/27,19480.5,A,OR,JSY,JOSEPH STATE,JOSEPH,US,PU,PU,15/33,45.36649391,-117.25613911,45.35260536,-117.25153936,5202,60,ASPH,EXCELLENT,NONE,,,,,,MED,3RD PARTY SURVEY,2020/06/17,12.5,,,,58708.2578125,4570.20004673247
5886,2025/11/27,19481.,A,OR,LMT,CRATER LAKE/KLAMATH RGNL,KLAMATH FALLS,US,PU,PU,08/26,42.15631813,-121.74259708,42.15621944,-121.72415852,5001,75,ASPH,GOOD,GRVD,,,,,,MED,3RD PARTY SURVEY,2018/12/14,41,68,116,,63435.4296875,4167.05839322858
5887,2025/11/27,19481.,A,OR,LMT,CRATER LAKE/KLAMATH RGNL,KLAMATH FALLS,US,PU,PU,14/32,42.16920491,-121.74040547,42.14295794,-121.72631538,10302,150,ASPH-CONC,GOOD,GRVD,,,,,,HIGH,3RD PARTY SURVEY,2018/12/14,120,243,474,970,261357.8046875,8607.1962952039
5888,2025/11/27,19487.,A,OR,LGD,LA GRANDE/UNION COUNTY,LA GRANDE,US,PU,PU,12/30,45.29554966,-118.01196477,45.28340091,-117.99477583,6261,100,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2022/07/14,65,90,130,,117506.1796875,5511.26327564852
5889,2025/11/27,19487.,A,OR,LGD,LA GRANDE/UNION COUNTY,LA GRANDE,US,PU,PU,17/35,45.29300666,-118.01119522,45.28368455,-118.01119869,3400,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2022/07/14,45,60,100,,47846.546875,3014.9104034823
5890,2025/11/27,19491.,A,OR,LKV,LAKE COUNTY,LAKEVIEW,US,PU,PU,17/35,42.16839966,-120.39903425,42.15381033,-120.39912066,5318,100,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2017/09/06,74,86,,,89955.7578125,4464.08953289861
5891,2025/11/27,19500.,A,OR,S30,LEBANON STATE,LEBANON,US,PU,PU,16/34,44.53491741,-122.92972694,44.52738275,-122.92972338,2747,60,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2016/07/22,,,,,30134.640625,2404.40283648037
5893,2025/11/27,19500.5,A,OR,9S9,LEXINGTON,LEXINGTON,US,PU,PU,08/26,45.45502075,-119.69826833,45.45326886,-119.68227044,4156,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2011/06/03,12.5,,,,58828.609375,3670.16926007739
5894,2025/11/27,19501.57,A,OR,26U,MC DERMITT STATE,MC DERMITT,US,PU,PU,16/34,42.01839563,-117.72657733,42.00222236,-117.72768827,5900,60,ASPH,EXCELLENT,NONE,13,F,C,X,T,MED,,,12.5,,,,59627.48046875,4901.60031400506
5895,2025/11/27,19501.7,A,OR,00S,MC KENZIE BRIDGE STATE,MC KENZIE BRIDGE,US,PU,PU,06/24,44.18078686,-122.09038955,44.18231316,-122.08070575,2600,90,TURF,FAIR,NONE,,,,,,,,,,,,,42290.5859375,2284.08166842145
5896,2025/11/27,19502.,A,OR,MMV,MC MINNVILLE MUNI,MC MINNVILLE,US,PU,PU,04/22,45.19175758,-123.14817975,45.19980938,-123.13050861,5420,100,ASPH,EXCELLENT,NONE,,,,,,HIGH,3RD PARTY SURVEY,2023/09/20,40,50,80,,101390.8125,4771.64475562885
5897,2025/11/27,19502.,A,OR,MMV,MC MINNVILLE MUNI,MC MINNVILLE,US,PU,PU,17/35,45.19892275,-123.13111222,45.18708533,-123.13283675,4340,75,ASPH,EXCELLENT,NONE,,,,,,,3RD PARTY SURVEY,2023/09/20,30,,,,60873.8046875,3824.16541151764
5899,2025/11/27,19505.,A,OR,S33,MADRAS MUNI,MADRAS,US,PU,PU,04/22,44.67390705,-121.16272155,44.67815386,-121.15421602,2701,50,ASPH,FAIR,NONE,,,,,,,3RD PARTY SURVEY,2019/10/18,16,,,,24810.5078125,2356.74586357336
5900,2025/11/27,19505.,A,OR,S33,MADRAS MUNI,MADRAS,US,PU,PU,16/34,44.67403163,-121.15338427,44.66006955,-121.15339241,5091,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2019/10/18,75,120,180,,70127.859375,4434.94218145296
5902,2025/11/27,19506.,A,OR,4S7,MALIN,MALIN,US,PU,PU,14/32,42.00469419,-121.39828058,41.99755916,-121.39445113,2800,30,ASPH,GOOD,NONE,,,,,,,,,,,,,14144.9375,2325.96225700276
5903,2025/11/27,19507.,A,OR,3S7,NEHALEM BAY STATE,MANZANITA,US,PU,PU,15/33,45.7013328,-123.9301145,45.69492052,-123.92917233,2350,50,ASPH,GOOD,NONE,,,,,,,,,,,,,22379.8828125,2098.3234054095
5904,2025/11/27,19514.,A,OR,MFR,ROGUE VALLEY INTL/MEDFORD,MEDFORD,US,PU,PU,14/32,42.38621763,-122.87918522,42.36371122,-122.86739161,8800,150,ASPH,GOOD,GRVD,,,,,,HIGH,3RD PARTY SURVEY,2019/09/10,75,200,400,,224832.2890625,7396.95408326234
5907,2025/11/27,19524.4,A,OR,12S,MONUMENT MUNI,MONUMENT,US,PU,PU,14/32,44.8341753,-119.43125527,44.82885825,-119.42809783,2104,29,ASPH,FAIR,NONE,,,,,,,,,,,,,11274.3125,1836.10349259263
5908,2025/11/27,19529.2,A,OR,16S,MYRTLE CREEK MUNI,MYRTLE CREEK,US,PU,PU,03/21,42.99495888,-123.31906022,42.99956188,-123.31163311,2600,60,ASPH,GOOD,NONE,,,,,,MED,,,12,,,,27112.046875,2217.42951320562
5909,2025/11/27,19535.,A,OR,2S6,SPORTSMAN AIRPARK,NEWBERG,US,PR,PU,17/35,45.29855555,-122.95312027,45.2911,-122.95485833,2755,50,ASPH,EXCELLENT,NONE,,,,,,LOW,ADO,2007/07/03,30,,,,25859.7421875,2434.3985506904
5910,2025/11/27,19538.,A,OR,ONP,NEWPORT MUNI,NEWPORT,US,PU,PU,02/20,44.57873683,-124.05964555,44.58528102,-124.05266291,3001,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2009/06/18,33,50,84,,41215.4140625,2633.48512146962
5911,2025/11/27,19538.,A,OR,ONP,NEWPORT MUNI,NEWPORT,US,PU,PU,16/34,44.586844,-124.05937083,44.5720538,-124.05840375,5398,100,ASPH,GOOD,NONE,34,F,D,X,T,HIGH,3RD PARTY SURVEY,2009/06/18,75,120,170,,98859.53125,4713.47571292641
5912,2025/11/27,19541.,A,OR,OTH,SOUTHWEST OREGON RGNL,NORTH BEND,US,PU,PU,05/23,43.41472911,-124.26059788,43.42276472,-124.24097569,5980,150,ASPH,GOOD,GRVD,,,,,,HIGH,3RD PARTY SURVEY,2008/05/22,120,215,340,800,158015.328125,5141.19482492174
5913,2025/11/27,19541.,A,OR,OTH,SOUTHWEST OREGON RGNL,NORTH BEND,US,PU,PU,13/31,43.41984155,-124.24623886,43.4092605,-124.23773488,4470,150,ASPH,GOOD,GRVD,,,,,,MED,3RD PARTY SURVEY,2008/05/22,120,190,305,735,118099.3984375,3881.06532018597
5914,2025/11/27,19548.1,A,OR,5S0,OAKRIDGE STATE,OAKRIDGE,US,PU,PU,09/27,43.75369566,-122.51117797,43.75143694,-122.49787238,3610,47,ASPH,POOR,NONE,,,,,,,,,,,,,30227.59375,3082.78336990269
5915,2025/11/27,19554.,A,OR,ONO,ONTARIO MUNI,ONTARIO,US,PU,PU,15/33,44.02574416,-117.01648736,44.01296063,-117.00954183,5006,100,ASPH,FAIR,NONE,,,,,,MED,3RD PARTY SURVEY,2016/01/13,30,60,,,89949.71875,4333.88414055688
5916,2025/11/27,19559.,A,OR,28U,OWYHEE RESERVOIR STATE,OWYHEE,US,PU,PU,13/31,43.42683747,-117.34777377,43.4228398,-117.34354197,1840,30,DIRT,FAIR,NONE,,,,,,,,,,,,,9728.44140625,1570.96572005859
5917,2025/11/27,19560.5,A,OR,PFC,PACIFIC CITY STATE,PACIFIC CITY,US,PU,PU,14/32,45.20183055,-123.96279722,45.19689166,-123.96099166,1860,30,ASPH,GOOD,NONE,,,,,,,,,7,,,,10440.2421875,1637.35400281776
5918,2025/11/27,19561.1,A,OR,22S,PAISLEY,PAISLEY,US,PU,PU,13/31,42.72298255,-120.56702786,42.71298683,-120.55852002,4300,60,ASPH,GOOD,NONE,,,,,,LOW,,,,,,,44440.171875,3622.2861423946
5919,2025/11/27,19562.,A,OR,PDT,EASTERN OREGON RGNL AT PENDLETON,PENDLETON,US,PU,PU,08/26,45.69533825,-118.85337138,45.69538227,-118.82871591,6301,150,ASPH,FAIR,PFC,34,F,B,Y,U,HIGH,3RD PARTY SURVEY,2023/11/14,115,132,210,,179938.0234375,5620.40637395976
5920,2025/11/27,19562.,A,OR,PDT,EASTERN OREGON RGNL AT PENDLETON,PENDLETON,US,PU,PU,11/29,45.69881655,-118.85381738,45.69067808,-118.83901505,4808,100,ASPH,GOOD,GRVD,18,F,B,Y,U,MED,3RD PARTY SURVEY,2023/11/14,70,120,122,,91538.4453125,4281.37735429672
5921,2025/11/27,19566.1,A,OR,24S,PINEHURST STATE,PINEHURST,US,PU,PU,04/22,42.10799705,-122.38734002,42.11239111,-122.378872,2800,30,ASPH,GOOD,NONE,,,,,,,,,,,,,14193.0546875,2325.41025845486
5922,2025/11/27,19570.,A,OR,4S9,MULINO STATE,PORTLAND-MULINO,US,PU,PU,14/32,45.22095161,-122.59252975,45.2121515,-122.58787716,3425,100,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2015/05/19,,,,,64128.203125,3054.38294405372
5923,2025/11/27,19571.,A,OR,PDX,PORTLAND INTL,PORTLAND,US,PU,PU,03/21,45.582425,-122.61681077,45.59405694,-122.60023508,6000,150,ASPH,EXCELLENT,GRVD,,,,,,MED,3RD PARTY SURVEY,2009/10/30,120,250,380,,170709.34375,5356.89064858594
5924,2025/11/27,19571.,A,OR,PDX,PORTLAND INTL,PORTLAND,US,PU,PU,10L/28R,45.596515,-122.60001613,45.58343847,-122.56646211,9825,150,ASPH,EXCELLENT,GRVD,,,,,,HIGH,3RD PARTY SURVEY,2009/10/30,200,200,400,,279553.859375,8681.5435912844
5925,2025/11/27,19571.,A,OR,PDX,PORTLAND INTL,PORTLAND,US,PU,PU,10R/28L,45.59514852,-122.62147283,45.58051475,-122.58390175,11000,150,CONC,GOOD,GRVD,,,,,,HIGH,,,200,200,360,,312965.5078125,9703.86301928633
5926,2025/11/27,19571.5,A,OR,HIO,PORTLAND-HILLSBORO,PORTLAND,US,PU,PU,02/20,45.53403797,-122.95196275,45.54211302,-122.94245975,3820,75,ASPH,GOOD,NONE,20,F,C,X,T,MED,3RD PARTY SURVEY,2017/10/03,54.5,74,139,,54260.359375,3391.56926136273
5927,2025/11/27,19571.5,A,OR,HIO,PORTLAND-HILLSBORO,PORTLAND,US,PU,PU,13L/31R,45.55001416,-122.95653316,45.54206908,-122.94819169,3600,60,ASPH,EXCELLENT,NONE,10,F,D,Y,T,MED,3RD PARTY SURVEY,2017/10/03,28,,,,40910.5546875,3187.23393224234
5928,2025/11/27,19571.5,A,OR,HIO,PORTLAND-HILLSBORO,PORTLAND,US,PU,PU,13R/31L,45.54960825,-122.95950472,45.5350428,-122.94421225,6600,150,ASPH,GOOD,NONE,,,,,,HIGH,3RD PARTY SURVEY,2017/10/03,50,70,110,,187481.1171875,5877.64041654201
5929,2025/11/27,19572.,A,OR,TTD,PORTLAND-TROUTDALE,PORTLAND,US,PU,PU,07/25,45.54919983,-122.41178488,45.54953952,-122.39071844,5399,150,ASPH,GOOD,NONE,,,,,,MED,OWNER,2014/10/21,19,25,,,153389.0078125,4822.23546768713
5930,2025/11/27,19573.5,A,OR,6S6,POWERS,POWERS,US,PU,PU,13/31,42.87232477,-124.06138613,42.86641608,-124.05664508,2500,60,TURF,GOOD,NONE,,,,,,,,,,,,,25963.1796875,2132.15420318928
5931,2025/11/27,19575.,A,OR,S39,PRINEVILLE,PRINEVILLE,US,PU,PU,11/29,44.29337097,-120.9147925,44.28612102,-120.89679277,5405,75,ASPH,GOOD,NONE,,,,,,MED,3RD PARTY SURVEY,2021/08/07,30,,,,73496.8359375,4662.22901325112
5932,2025/11/27,19575.,A,OR,S39,PRINEVILLE,PRINEVILLE,US,PU,PU,15/33,44.29082786,-120.90625563,44.27983522,-120.90395447,4053,40,ASPH,POOR,NONE,,,,,,LOW,3RD PARTY SURVEY,2021/08/07,5,,,,29391.6171875,3490.94035814713
5939,2025/11/27,19578.,A,OR,64S,PROSPECT STATE,PROSPECT,US,PU,PU,02/20,42.73840111,-122.49376791,42.74678783,-122.48415755,4000,50,ASPH,EXCELLENT,NONE,,,,,,LOW,FAA-EST,2011/08/05,,,,,34476.8984375,3364.47922343297
5940,2025/11/27,19580.,A,OR,RDM,ROBERTS FLD,REDMOND,US,PU,PU,05/23,44.24950936,-121.16178461,44.25905422,-121.13844225,7038,150,ASPH,GOOD,GRVD,,,,,,HIGH,3RD PARTY SURVEY,2015/03/18,120,216,399,,191179.3515625,6111.98601606222
5941,2025/11/27,19580.,A,OR,RDM,ROBERTS FLD,REDMOND,US,PU,PU,11/29,44.25893097,-121.16117794,44.24877677,-121.13847961,7006,100,ASPH,GOOD,GRVD,,,,,,MED,3RD PARTY SURVEY,2019/01/26,109,178,,,126883.5625,6043.40970761888
5944,2025/11/27,19589.,A,OR,RBG,ROSEBURG RGNL,ROSEBURG,US,PU,PU,16/34,43.24619675,-123.35586311,43.23247372,-123.35584208,5003,100,ASPH,FAIR,NONE,,,,,,MED,3RD PARTY SURVEY,2021/03/28,42,54,88,,87598.4296875,4277.49356664776
5945,2025/11/27,19589.1,A,OR,5S1,GEORGE FELT,ROSEBURG,US,PR,PU,10/28,43.2170498,-123.40811327,43.21385586,-123.40066991,2300,100,TURF,GOOD,NONE,,,,,,,,,,,,,40258.5390625,2006.83363851337
