OBJECTID,EFF_DATE,SITE_NO,SITE_TYPE_CODE,STATE_CODE,ARPT_ID,CITY,COUNTRY_CODE,REGION_CODE,ADO_CODE,STATE_NAME,COUNTY_NAME,COUNTY_ASSOC_STATE,ARPT_NAME,OWNERSHIP_TYPE_CODE,FACILITY_USE_CODE,LAT_DEG,LAT_MIN,LAT_SEC,LAT_HEMIS,LAT_DECIMAL,LONG_DEG,LONG_MIN,LONG_SEC,LONG_HEMIS,LONG_DECIMAL,SURVEY_METHOD_CODE,ELEV,ELEV_METHOD_CODE,MAG_VARN,MAG_HEMIS,MAG_VARN_YEAR,TPA,CHART_NAME,DIST_CITY_TO_AIRPORT,DIRECTION_CODE,ACREAGE,RESP_ARTCC_ID,COMPUTER_ID,ARTCC_NAME,FSS_ON_ARPT_FLAG,FSS_ID,FSS_NAME,PHONE_NO,TOLL_FREE_NO,ALT_FSS_ID,ALT_FSS_NAME,ALT_TOLL_FREE_NO,NOTAM_ID,NOTAM_FLAG,ACTIVATION_DATE,ARPT_STATUS,FAR_139_TYPE_CODE,FAR_139_CARRIER_SER_CODE,ARFF_CERT_TYPE_DATE,NASP_CODE,ASP_ANLYS_DTRM_CODE,CUST_FLAG,LNDG_RIGHTS_FLAG,JOINT_USE_FLAG,MIL_LNDG_FLAG,INSPECT_METHOD_CODE,INSPECTOR_CODE,LAST_INSPECTION,LAST_INFO_RESPONSE,FUEL_TYPES,AIRFRAME_REPAIR_SER_CODE,PWR_PLANT_REPAIR_SER,BOTTLED_OXY_TYPE,BULK_OXY_TYPE,LGT_SKED,BCN_LGT_SKED,TWR_TYPE_CODE,SEG_CIRCLE_MKR_FLAG,BCN_LENS_COLOR,LNDG_FEE_FLAG,MEDICAL_USE_FLAG,ARPT_PSN_SOURCE,POSITION_SRC_DATE,ARPT_ELEV_SOURCE,ELEVATION_SRC_DATE,CONTR_FUEL_AVBL,TRNS_STRG_BUOY_FLAG,TRNS_STRG_HGR_FLAG,TRNS_STRG_TIE_FLAG,OTHER_SERVICES,WIND_INDCR_FLAG,ICAO_ID,MIN_OP_NETWORK,USER_FEE_FLAG,CTA,x,y
17451,2025/11/27,26144.,A,WA,CLS,CHEHALIS,US,ANM,SEA,WASHINGTON,LEWIS,WA,CHEHALIS-CENTRALIA,PU,PU,46,40,37.3,N,46.67702777,122,58,57.9,W,-122.98275,E,177.2,E,16,E,2015,,SEATTLE,1,W,438,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1937/09,O,,,,NGY3,NOT ANALYZED,N,N,N,Y,S,S,2024/06/24,,"100LL,A",MAJOR,MAJOR,LOW,NONE,SEE RMK,SS-SR,NON-ATCT,Y,WG,N,,3RD PARTY SURVEY,2009/06/18,STATE,2005/07/25,,,,Y,"INSTR,RNTL",Y-L,KCLS,N,,,-13690377.1064,5889515.2023
17454,2025/11/27,26147.,A,WA,S10,CHELAN,US,ANM,SEA,WASHINGTON,CHELAN,WA,LAKE CHELAN,PU,PU,47,51,57.637,N,47.86601027,119,56,33.726,W,-119.94270166,E,1263.1,S,20,E,1985,,SEATTLE,3,NE,78,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1938/12,O,,,,NGY,NOT ANALYZED,N,N,N,Y,S,S,2025/08/21,1981/08/24,"100LL,A",MINOR,MINOR,NONE,NONE,SEE RMK,SS-SR,NON-ATCT,Y,WG,N,,3RD PARTY SURVEY,2017/12/14,3RD PARTY SURVEY,2017/12/14,,,,Y,PAJA,Y-L,,N,,,-13351960.4732,6084592.5954
17460,2025/11/27,26150.,A,WA,1S9,CHEWELAH,US,ANM,SEA,WASHINGTON,STEVENS,WA,CHEWELAH MUNI,PU,PU,48,18,50.2495,N,48.31395819,117,44,36.3335,W,-117.74342597,E,2084,E,20,E,1985,,SEATTLE,,NW,84,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1979/01,O,,,,,CONDL,,,,,C,S,2025/07/22,1980/08/25,"100LL,A",MINOR,MINOR,NONE,NONE,SEE RMK,SS-SR,NON-ATCT,Y,WG,N,,STATE,2003/04/09,STATE,2005/07/29,,,,Y,,Y-L,,N,,,-13107138.2232,6159246.135
17466,2025/11/27,26159.,A,WA,S93,CLE ELUM,US,ANM,SEA,WASHINGTON,KITTITAS,WA,CLE ELUM MUNI,PU,PU,47,11,39.2739,N,47.19424275,120,53,2.5274,W,-120.88403538,E,1944.7,S,20,E,1985,,SEATTLE,1,E,160,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1937/08,O,,,,N,NOT ANALYZED,N,N,N,N,S,S,2024/08/20,1981/09/11,,NONE,NONE,NONE,NONE,SEE RMK,SEE RMK,NON-ATCT,,WG,N,,STATE,2016/03/10,STATE,2016/03/10,,,,Y,,Y-L,,N,,,-13456749.2635,5973837.2669
17467,2025/11/27,26159.1,A,WA,2W1,CLE ELUM,US,ANM,SEA,WASHINGTON,KITTITAS,WA,DE VERE FLD,PR,PU,47,10,39.292,N,47.17758111,120,51,9.579,W,-120.85266083,E,1800,E,20,E,1985,,SEATTLE,3,E,12,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1963/06,O,,,,,CONDL,N,N,N,N,S,S,2024/08/20,1980/09/02,,,,NONE,NONE,,,NON-ATCT,N,,N,,STATE,2002/08/13,,,,,,Y,,Y,,N,,,-13453256.6646,5971108.1526
17471,2025/11/27,26162.,A,WA,S94,COLFAX,US,ANM,SEA,WASHINGTON,WHITMAN,WA,PORT OF WHITMAN BUSINESS AIR CENTER,PU,PU,46,51,31.346,N,46.85870722,117,24,50.692,W,-117.41408111,E,2181,E,19,E,1985,829,SEATTLE,3,SW,64,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1949/11,O,,,,N1,NOT ANALYZED,N,N,N,N,S,S,2023/06/27,1981/08/31,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,NON-ATCT,N,WG,N,,STATE,2002/05/06,STATE,2005/07/28,,,N,Y,AGRI,Y-L,,N,,,-13070475.7211,5919041.9119
17473,2025/11/27,26162.1,A,WA,00W,COLFAX,US,ANM,SEA,WASHINGTON,WHITMAN,WA,LOWER GRANITE STATE,PU,PU,46,40,21.9,N,46.67275,117,26,30,W,-117.44166666,E,719,E,19,E,1985,,SEATTLE,12,S,,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1966/07,O,,,,,CONDL,,,,,S,S,2025/05/29,1983/08/29,,NONE,NONE,NONE,NONE,,,NON-ATCT,Y,,N,,FAA-EST,2010/06/11,,,,,,Y,,Y,,N,,,-13073546.5305,5888821.1732
17475,2025/11/27,26163.,A,WA,S95,COLLEGE PLACE,US,ANM,SEA,WASHINGTON,WALLA WALLA,WA,MARTIN FLD,PR,PU,46,2,48.981,N,46.04693916,118,25,1.84,W,-118.41717777,E,750,E,19,E,1985,,SEATTLE,1,W,170,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1942/07,O,,,,,NO OBJECTION,N,N,N,N,S,S,2023/06/28,1999/11/10,100LL,MINOR,MINOR,NONE,,SEE RMK,,NON-ATCT,N,,N,,STATE,2005/07/28,STATE,2005/07/28,,,,Y,"GLD,INSTR,RNTL",Y,,N,,,-13182139.9305,5787874.4469
17476,2025/11/27,26165.,A,WA,63S,COLVILLE,US,ANM,SEA,WASHINGTON,STEVENS,WA,COLVILLE MUNI,PU,PU,48,32,38.981,N,48.54416138,117,53,0.564,W,-117.88349,E,1883,E,20,E,1985,,SEATTLE,1,E,110,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1938/11,O,,,,NGY,NOT ANALYZED,N,N,N,N,S,S,2025/07/22,1980/08/27,"100LL,A",,,,,SEE RMK,SS-SR,NON-ATCT,N,WG,N,,3RD PARTY SURVEY,2023/10/04,3RD PARTY SURVEY,2023/10/04,,,N,Y,INSTR,Y,,N,,,-13122730.0797,6197866.1101
17480,2025/11/27,26167.,A,WA,3W5,CONCRETE,US,ANM,SEA,WASHINGTON,SKAGIT,WA,MEARS FLD,PU,PU,48,31,47.418,N,48.52983833,121,45,29.696,W,-121.75824888,E,267,E,21,E,1985,,SEATTLE,1,S,29,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1938/07,O,,,,GY,NOT ANALYZED,N,N,N,Y,S,S,2023/08/15,,100LL,NONE,NONE,NONE,NONE,,,NON-ATCT,Y,,N,,STATE,2005/07/21,STATE,2005/07/21,,,,Y,"CHTR,GLD,INSTR,SALES",Y,,N,,,-13554066.2652,6195458.0942
17483,2025/11/27,26170.,A,WA,S16,COPALIS,US,ANM,SEA,WASHINGTON,GRAYS HARBOR,WA,COPALIS STATE,PU,PU,47,8,41.495,N,47.14485972,124,11,21.305,W,-124.18925138,E,1,E,20,E,1985,,SEATTLE,2,NW,16,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1958/05,O,,,,,NOT ANALYZED,,,,,S,S,2024/05/30,1983/08/29,,NONE,NONE,NONE,NONE,,,NON-ATCT,N,,N,,STATE,2013/03/18,,,,,,,,Y,,N,,,-13824684.2256,5965751.0025
17490,2025/11/27,26180.,A,WA,1S2,DARRINGTON,US,ANM,SEA,WASHINGTON,SNOHOMISH,WA,DARRINGTON MUNI,PU,PU,48,15,31.005,N,48.2586125,121,36,36.733,W,-121.61020361,E,553,E,21,E,1985,,SEATTLE,0,N,90,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1948/01,O,,,,,NOT ANALYZED,N,N,N,N,S,S,2023/08/15,1980/10/02,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,NON-ATCT,N,WG,N,,STATE,2005/07/22,STATE,2005/07/22,,,,Y,,Y-L,,N,,,-13537585.9411,6149987.0863
17493,2025/11/27,26181.,A,WA,68S,DAVENPORT,US,ANM,SEA,WASHINGTON,LINCOLN,WA,DAVENPORT,PU,PU,47,39,7.417,N,47.65206027,118,10,25.583,W,-118.17377305,E,2424.4,S,20,E,1985,,SEATTLE,1,W,35,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1945/12,O,,,,N,NOT ANALYZED,N,N,N,N,S,S,2025/07/09,1981/08/26,100LL,NONE,,NONE,NONE,SEE RMK,SS-SR,NON-ATCT,Y,WG,N,,3RD PARTY SURVEY,2021/10/12,3RD PARTY SURVEY,2021/10/12,,N,,Y,"AGRI,AMB",Y-L,,N,,,-13155044.241,6049164.0347
17500,2025/11/27,26184.,A,WA,DEW,DEER PARK,US,ANM,SEA,WASHINGTON,SPOKANE,WA,DEER PARK,PU,PU,47,58,1.397,N,47.96705472,117,25,42.912,W,-117.42858666,E,2210.7,S,16,E,2010,,SEATTLE,3,NE,1796,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,DEW,Y,1943/12,O,,,,NGY3,NOT ANALYZED,N,N,N,Y,S,S,2025/07/22,1982/09/02,"100LL,A",MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,NON-ATCT,Y,WG,N,,3RD PARTY SURVEY,2021/02/26,3RD PARTY SURVEY,2021/02/26,,,,Y,"GLD,INSTR,RNTL,TOW",Y-L,KDEW,N,,,-13072090.4716,6101375.6632
17507,2025/11/27,26189.,A,WA,ESW,EASTON,US,ANM,SEA,WASHINGTON,KITTITAS,WA,EASTON STATE,PU,PU,47,15,15.062,N,47.25418388,121,11,7.914,W,-121.18553166,E,2226,E,20,E,1985,,SEATTLE,2,N,28,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1941/09,O,,,,P,NOT ANALYZED,N,N,N,Y,S,S,2024/08/20,,,,,,,SEE RMK,,NON-ATCT,N,,N,,FAA-EST IMAGERY,2017/09/22,FAA-EST IMAGERY,2017/09/22,,,,Y,,Y,KESW,N,,,-13490311.6759,5983662.4928
17508,2025/11/27,26190.,A,WA,ORS,EASTSOUND,US,ANM,SEA,WASHINGTON,SAN JUAN,WA,ORCAS ISLAND,PU,PU,48,42,30.014,N,48.70833722,122,54,38.143,W,-122.91059527,E,34.8,S,17,E,2010,1000,SEATTLE,1,N,64,ZVR,ZVR,VANCOUVER,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,ORS,Y,1945/11,O,,,,NGY,NOT ANALYZED,N,N,N,Y,S,S,2024/08/28,,100LL,,,,,SEE RMK,SS-SR,NON-ATCT,Y,WG,N,,3RD PARTY SURVEY,2017/11/10,3RD PARTY SURVEY,2017/11/10,,,,Y,"AFRT,AMB,CHTR,INSTR",Y-L,KORS,N,,,-13682344.8786,6225516.4493
17513,2025/11/27,26191.1,A,WA,2W3,EATONVILLE,US,ANM,SEA,WASHINGTON,PIERCE,WA,SWANSON FLD,PU,PU,46,52,18,N,46.87166666,122,15,26,W,-122.25722222,E,843,E,20,E,1985,800,SEATTLE,1,NE,10,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1952/10,O,,,,,NOT ANALYZED,N,N,N,,S,S,2024/06/18,1982/08/23,,MAJOR,MAJOR,NONE,NONE,SEE RMK,,NON-ATCT,N,,N,,FAA-EST,2010/10/08,STATE,2005/07/29,,,Y,Y,,Y-L,,N,,,-13609611.7233,5921151.9043
17515,2025/11/27,26193.1,A,WA,3W7,ELECTRIC CITY,US,ANM,SEA,WASHINGTON,GRANT,WA,GRAND COULEE DAM,PU,PU,47,55,19.4,N,47.92205555,119,4,58.8,W,-119.083,E,1593.1,S,15,E,2020,,SEATTLE,2,SW,220,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1972/10,O,,,,NGY,NO OBJECTION,N,N,N,Y,S,S,2025/08/19,,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,NON-ATCT,Y,WG,N,,3RD PARTY SURVEY,2016/09/07,3RD PARTY SURVEY,2016/09/07,,,,Y,,Y-L,,N,,,-13256258.9221,6093897.4376
17516,2025/11/27,26195.,A,WA,ELN,ELLENSBURG,US,ANM,SEA,WASHINGTON,KITTITAS,WA,BOWERS FLD,PU,PU,47,2,5.4438,N,47.0348455,120,31,43.8929,W,-120.52885913,E,1763.2,S,16,E,2010,834,SEATTLE,2,N,1301,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,ELN,Y,1938/12,O,,,,NGPY3,NOT ANALYZED,N,N,N,Y,S,S,2024/08/21,1982/10/04,"100LL,A",MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,NON-ATCT,Y,WG,N,,3RD PARTY SURVEY,2016/05/04,3RD PARTY SURVEY,2016/05/04,,,,Y,"CHTR,INSTR",Y-L,KELN,N,,,-13417211.2242,5947763.6008
17528,2025/11/27,26204.,A,WA,EPH,EPHRATA,US,ANM,SEA,WASHINGTON,GRANT,WA,EPHRATA MUNI,PU,PU,47,18,29.058,N,47.30807166,119,31,0.889,W,-119.51691361,E,1276.2,S,16,E,2010,,SEATTLE,2,SE,2300,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,EPH,Y,1943/08,O,,,,NGPSY3,NO OBJECTION,N,N,N,Y,S,S,2025/08/19,,"100LL,A,A+",MINOR,MINOR,NONE,,SEE RMK,SS-SR,NON-ATCT,Y,WG,N,,OWNER,2008/12/05,NGS,1997/10/15,,,Y,Y,"AGRI,GLD",Y-L,KEPH,Y,,,-13304561.9642,5992504.9838
17530,2025/11/27,26210.,A,WA,PAE,EVERETT,US,ANM,SEA,WASHINGTON,SNOHOMISH,WA,SEATTLE PAINE FLD INTL,PU,PU,47,54,26.345,N,47.90731805,122,16,55.538,W,-122.28209388,E,606.9,S,16,E,2020,,SEATTLE,6,SW,1315,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,PAE,Y,1938/11,O,I B,S,1974/11,NGPY,NOT ANALYZED,N,Y,N,Y,F,F,2024/12/18,,"100LL,A",MAJOR,MAJOR,HIGH,HIGH,SEE RMK,SS-SR,ATCT,Y,WG,Y,,3RD PARTY SURVEY,2020/10/21,3RD PARTY SURVEY,2020/10/21,,,Y,Y,"AFRT,AVNCS,CHTR,INSTR,RNTL,SALES",Y-L,KPAE,N,,,-13612380.4239,6091449.6879
17543,2025/11/27,26213.,A,WA,S18,FORKS,US,ANM,SEA,WASHINGTON,CLALLAM,WA,FORKS,PU,PU,47,56,15.786,N,47.93771833,124,23,45.314,W,-124.39592055,E,299,E,21,E,1985,,SEATTLE,1,SW,72,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1939/01,O,,,,GY,NOT ANALYZED,N,N,N,N,S,S,2023/08/02,1981/09/25,,,,NONE,NONE,SS-SR,,NON-ATCT,Y,,N,,STATE,2005/07/26,STATE,2005/07/26,,,,Y,,Y-L,,N,,,-13847690.5324,6096499.6316
17547,2025/11/27,26219.1,C,WA,W33,FRIDAY HARBOR,US,ANM,SEA,WASHINGTON,SAN JUAN,WA,FRIDAY HARBOR,PU,PU,48,32,14.359,N,48.53732194,123,0,34.645,W,-123.00962361,E,0,E,21,E,1985,,SEATTLE,0,NE,,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1947/10,O,,,,NGY,NOT ANALYZED,Y,N,N,Y,S,S,2023/09/06,,,NONE,NONE,NONE,NONE,,,NON-ATCT,N,,N,,OWNER,,OWNER,,,,,,,Y,,N,,,-13693368.6629,6196716.1667
17550,2025/11/27,26219.4,A,WA,FHR,FRIDAY HARBOR,US,ANM,SEA,WASHINGTON,SAN JUAN,WA,FRIDAY HARBOR,PU,PU,48,31,19.1,N,48.52197222,123,1,27.7,W,-123.02436111,E,112.7,S,16,E,2015,,SEATTLE,0,SW,145,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,FHR,Y,1939/03,O,,,,NGY,NOT ANALYZED,Y,N,N,Y,S,S,2023/09/06,,100LL,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,NON-ATCT,Y,WG,Y,,NGS,2003/08/29,NGS,2003/08/29,,,,Y,"AFRT,AMB,CARGO,CHTR,INSTR,RNTL",Y-L,KFHR,N,,,-13695009.2339,6194135.92
17558,2025/11/27,26222.1,A,WA,S20,GOLDENDALE,US,ANM,SEA,WASHINGTON,KLICKITAT,WA,GOLDENDALE,PU,PU,45,49,55.466,N,45.83207388,120,50,42.989,W,-120.84527472,E,1678,E,19,E,1985,,SEATTLE,1,NW,73,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1958/06,O,,,,,NOT ANALYZED,N,N,N,N,S,S,2025/08/07,1980/09/08,100LL,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,NON-ATCT,N,WG,N,,STATE,2005/07/26,STATE,2005/07/26,,,,Y,AGRI,Y-L,,N,,,-13452434.4466,5753479.6573
17564,2025/11/27,26230.,A,WA,21W,GREENWATER,US,ANM,SEA,WASHINGTON,PIERCE,WA,RANGER CREEK,PU,PU,47,0,47.3,N,47.01313888,121,32,1.2,W,-121.53366666,E,2650,E,19,E,1995,,SEATTLE,10,SE,20,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1997/03,O,,,,,NO OBJECTION,,,,,S,S,2024/08/08,1997/02/21,,,,,,,,NON-ATCT,N,,,,FAA-EST,2010/09/08,NACO,2001/08/22,,,,,,Y,,N,,,-13529065.8868,5944218.9358
17572,2025/11/27,26236.,A,WA,HQM,HOQUIAM,US,ANM,SEA,WASHINGTON,GRAYS HARBOR,WA,BOWERMAN FLD,PU,PU,46,58,16.3,N,46.97119444,123,56,11.6,W,-123.93655555,E,17.8,S,19,E,1995,,SEATTLE,2,W,145,ZSE,ZCS,SEATTLE,,SEA,SEATTLE,,1-800-WX-BRIEF,,,,HQM,Y,1944/04,O,,,,NGRY3,NOT ANALYZED,N,Y,N,Y,S,S,2023/06/13,,"100LL,A",NONE,NONE,NONE,NONE,SEE RMK,SS-SR,NON-ATCT,Y,WG,N,,NGS,2002/05/29,NGS,2002/05/29,,,,Y,AMB,Y-L,KHQM,N,,,-13796554.2545,5937373.5387
17574,2025/11/27,26240.,A,WA,7W1,ILWACO,US,ANM,SEA,WASHINGTON,PACIFIC,WA,PORT OF ILWACO,PU,PU,46,18,53.685,N,46.3149125,124,0,13.817,W,-124.00383805,E,13,E,20,E,1985,,SEATTLE,2,E,34,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1937/08,O,,,,,NOT ANALYZED,N,N,N,N,S,S,2023/07/11,1981/08/21,,NONE,NONE,NONE,NONE,,SEE RMK,NON-ATCT,N,WG,N,,STATE,2003/04/02,STATE,2003/04/02,,,,Y,,Y-L,,N,,,-13804044.1081,5830958.584
17576,2025/11/27,26240.5,A,WA,S23,IONE,US,ANM,SEA,WASHINGTON,PEND OREILLE,WA,IONE MUNI,PU,PU,48,42,30.38,N,48.70843888,117,24,47.27,W,-117.41313055,E,2109.5,E,20,E,1985,,SEATTLE,2,S,75,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1950/08,O,,,,N1,NOT ANALYZED,N,N,N,N,S,S,2024/07/16,1981/09/01,,NONE,NONE,NONE,NONE,SS-SR,SS-SR,NON-ATCT,N,WG,N,,STATE,2015/04/01,STATE,2015/04/01,,,,Y,,Y-L,,N,,,-13070369.9053,6225533.5986
17580,2025/11/27,26243.5,A,WA,W09,KAHLOTUS,US,ANM,SEA,WASHINGTON,WALLA WALLA,WA,LOWER MONUMENTAL STATE,PU,PU,46,32,59,N,46.54972222,118,32,12.105,W,-118.53669583,E,813,S,19,E,1985,,SEATTLE,5,S,,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,,O,,,,,CONDL,,,,,S,S,2025/05/28,1980/08/28,,NONE,NONE,NONE,NONE,,,NON-ATCT,N,,N,,,,,,,,,Y,,Y,,N,,,-13195444.6201,5868884.4998
17585,2025/11/27,26246.,A,WA,KLS,KELSO,US,ANM,SEA,WASHINGTON,COWLITZ,WA,SOUTHWEST WASHINGTON RGNL,PU,PU,46,7,4.8,N,46.118,122,53,54.1,W,-122.89836111,E,20.1,S,17,E,2010,,SEATTLE,2,SE,110,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,KLS,Y,1941/05,O,,,,NGY,NOT ANALYZED,N,N,N,Y,S,S,2024/09/10,,"100LL,A",MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,NON-ATCT,Y,WG,N,,3RD PARTY SURVEY,2017/08/26,3RD PARTY SURVEY,2017/08/26,,,,Y,"AVNCS,INSTR,RNTL",Y-L,KKLS,N,,,-13680982.9781,5799279.009
17587,2025/11/27,26248.,C,WA,S60,KENMORE,US,ANM,SEA,WASHINGTON,KING,WA,KENMORE AIR HARBOR,PR,PU,47,45,17.352,N,47.75482,122,15,33.455,W,-122.25929305,E,18.7,E,15,E,2025,,SEATTLE,1,S,5,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1947/04,O,,,,N,NOT ANALYZED,N,Y,N,N,S,S,2023/08/17,,"100LL,A",MAJOR,MAJOR,NONE,NONE,,,NON-ATCT,N,,N,,OWNER,1985/05/03,OWNER,1985/05/03,,,,Y,"BCHGR,CHTR,INSTR,SALES",Y,,N,,,-13609842.2471,6066162.1153
17590,2025/11/27,26252.1,A,WA,S36,COVINGTON,US,ANM,SEA,WASHINGTON,KING,WA,NORMAN GRIER FLD,PR,PU,47,20,13.548,N,47.33709666,122,6,12.731,W,-122.10353638,E,472,E,20,E,1985,,SEATTLE,1,SSE,66,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1965/03,O,,,,,NO OBJECTION,N,N,N,Y,C,S,2023/07/13,1981/08/22,100LL,MAJOR,MAJOR,NONE,NONE,,SS-SR,NON-ATCT,N,WG,N,,STATE,2005/07/25,STATE,2005/07/21,,,,Y,"INSTR,RNTL",Y-L,,N,,,-13592503.4939,5997271.4562
17602,2025/11/27,26265.02,C,WA,W37,LAKEWOOD,US,ANM,SEA,WASHINGTON,PIERCE,WA,AMERICAN LAKE,PU,PU,47,8,29.352,N,47.14148666,122,33,39.452,W,-122.56095888,E,235,E,20,E,1985,700,SEATTLE,3,SW,,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1987/09,O,,,,,NO OBJECTION,,,,,S,S,2025/08/28,1987/08/20,,,,,,,,NON-ATCT,N,,N,,OWNER,,OWNER,,,,,,,,,N,,,-13643423.5337,5965198.9522
17606,2025/11/27,26266.2,A,WA,W10,LANGLEY,US,ANM,SEA,WASHINGTON,ISLAND,WA,WHIDBEY AIR PARK,PR,PU,48,1,3.0441,N,48.01751225,122,26,15.819,W,-122.4377275,E,271,E,21,E,1985,,SEATTLE,2,SW,43,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1961/01,O,,,,N,NO OBJECTION,N,N,N,N,S,S,2024/07/23,1980/09/15,,,,NONE,NONE,,,NON-ATCT,N,,N,,STATE,2005/08/01,STATE,2005/08/01,,,,Y,,Y,,N,,,-13629705.4792,6109768.7439
17607,2025/11/27,26267.4,A,WA,69S,LAURIER,US,ANM,SEA,WASHINGTON,FERRY,WA,AVEY FLD,PR,PU,48,59,54.166,N,48.99837944,118,13,21.355,W,-118.22259861,E,1655,E,20,E,1985,,SEATTLE,2,SW,10,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1963/09,O,,,,,NO OBJECTION,N,Y,,,S,S,2025/07/23,1980/08/27,,NONE,NONE,,,,,NON-ATCT,N,,N,,STATE,2005/07/21,,,,,,N,,N,,N,,,-13160479.4775,6274586.4234
17608,2025/11/27,26269.1,A,WA,27W,LEAVENWORTH,US,ANM,SEA,WASHINGTON,CHELAN,WA,LAKE WENATCHEE STATE,PU,PU,47,49,9.889,N,47.81941361,120,43,11.619,W,-120.71989416,E,1939,E,20,E,1985,,SEATTLE,14,NW,35,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1948/10,O,,,,S1,NOT ANALYZED,N,N,N,Y,S,S,2024/05/23,1983/08/29,,NONE,NONE,NONE,NONE,,,NON-ATCT,N,,N,,STATE,2005/07/26,STATE,2005/07/26,,,,Y,,Y,,N,,,-13438477.1465,6076864.1046
