OBJECTID,EFF_DATE,SITE_NO,SITE_TYPE_CODE,STATE_CODE,ARPT_ID,CITY,COUNTRY_CODE,REGION_CODE,ADO_CODE,STATE_NAME,COUNTY_NAME,COUNTY_ASSOC_STATE,ARPT_NAME,OWNERSHIP_TYPE_CODE,FACILITY_USE_CODE,LAT_DEG,LAT_MIN,LAT_SEC,LAT_HEMIS,LAT_DECIMAL,LONG_DEG,LONG_MIN,LONG_SEC,LONG_HEMIS,LONG_DECIMAL,SURVEY_METHOD_CODE,ELEV,ELEV_METHOD_CODE,MAG_VARN,MAG_HEMIS,MAG_VARN_YEAR,TPA,CHART_NAME,DIST_CITY_TO_AIRPORT,DIRECTION_CODE,ACREAGE,RESP_ARTCC_ID,COMPUTER_ID,ARTCC_NAME,FSS_ON_ARPT_FLAG,FSS_ID,FSS_NAME,PHONE_NO,TOLL_FREE_NO,ALT_FSS_ID,ALT_FSS_NAME,ALT_TOLL_FREE_NO,NOTAM_ID,NOTAM_FLAG,ACTIVATION_DATE,ARPT_STATUS,FAR_139_TYPE_CODE,FAR_139_CARRIER_SER_CODE,ARFF_CERT_TYPE_DATE,NASP_CODE,ASP_ANLYS_DTRM_CODE,CUST_FLAG,LNDG_RIGHTS_FLAG,JOINT_USE_FLAG,MIL_LNDG_FLAG,INSPECT_METHOD_CODE,INSPECTOR_CODE,LAST_INSPECTION,LAST_INFO_RESPONSE,FUEL_TYPES,AIRFRAME_REPAIR_SER_CODE,PWR_PLANT_REPAIR_SER,BOTTLED_OXY_TYPE,BULK_OXY_TYPE,LGT_SKED,BCN_LGT_SKED,TWR_TYPE_CODE,SEG_CIRCLE_MKR_FLAG,BCN_LENS_COLOR,LNDG_FEE_FLAG,MEDICAL_USE_FLAG,ARPT_PSN_SOURCE,POSITION_SRC_DATE,ARPT_ELEV_SOURCE,ELEVATION_SRC_DATE,CONTR_FUEL_AVBL,TRNS_STRG_BUOY_FLAG,TRNS_STRG_HGR_FLAG,TRNS_STRG_TIE_FLAG,OTHER_SERVICES,WIND_INDCR_FLAG,ICAO_ID,MIN_OP_NETWORK,USER_FEE_FLAG,CTA,x,y
13089,2025/11/27,19575.,A,OR,S39,PRINEVILLE,US,ANM,SEA,OREGON,CROOK,OR,PRINEVILLE,PU,PU,44,17,16.276,N,44.28785444,120,54,19.791,W,-120.9054975,E,3251.2,S,14,E,2025,,KLAMATH FALLS,3,SW,940,ZSE,ZCS,SEATTLE,N,MMV,MC MINNVILLE,,1-800-WX-BRIEF,,,,MMV,Y,1943/01,O,,,,NGY,NOT ANALYZED,N,N,N,Y,S,S,2024/09/06,1981/07/09,"100LL,A",MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,NON-ATCT,Y,WG,N,,3RD PARTY SURVEY,2021/08/07,3RD PARTY SURVEY,2021/08/07,,,,Y,"AGRI,INSTR",Y-L,,N,,,-13459138.4158,5510096.9208
13098,2025/11/27,19578.,A,OR,64S,PROSPECT,US,ANM,SEA,OREGON,JACKSON,OR,PROSPECT STATE,PU,PU,42,44,33.3,N,42.74258333,122,29,20.3,W,-122.48897222,E,2578,E,18,E,1985,,KLAMATH FALLS,1,S,24,ZSE,ZCS,SEATTLE,N,MMV,MC MINNVILLE,,1-800-WX-BRIEF,,,,MMV,Y,1963/11,O,,,,,NO OBJECTION,N,N,N,,S,S,2025/07/31,,,NONE,NONE,NONE,NONE,,SS-SR,NON-ATCT,Y,WG,N,,FAA-EST,2011/08/05,FAA-EST,2011/08/05,,,,Y,,Y,,N,,,-13635410.0153,5272872.1221
13100,2025/11/27,19580.,A,OR,RDM,REDMOND,US,ANM,SEA,OREGON,DESCHUTES,OR,ROBERTS FLD,PU,PU,44,15,14.648,N,44.25406888,121,8,59.897,W,-121.14997138,E,3081.5,S,14,E,2020,,KLAMATH FALLS,1,SE,2518,ZSE,ZCS,SEATTLE,N,MMV,MC MINNVILLE,,1-800-WX-BRIEF,,,,RDM,Y,1938/09,O,I B,S,1973/05,NGRSY3,NOT ANALYZED,N,N,N,Y,F,F,2024/07/15,,"100LL,A",MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,SEE RMK,SS-SR,ATCT,N,WG,N,,3RD PARTY SURVEY,2019/01/26,3RD PARTY SURVEY,2019/01/26,,,Y,Y,"AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL",Y,KRDM,Y,,-16C,-13486353.1236,5504844.4813
13107,2025/11/27,19588.,A,OR,REO,ROME,US,ANM,SEA,OREGON,MALHEUR,OR,ROME STATE,PU,PU,42,34,39.576,N,42.57766,117,53,7.548,W,-117.88543,E,4053,S,17,E,1985,,KLAMATH FALLS,20,SW,147,ZLC,ZCU,SALT LAKE CITY,N,MMV,MC MINNVILLE,,1-800-WX-BRIEF,,,,REO,Y,1943/12,O,,,,,NOT ANALYZED,,,,,S,S,2023/06/01,,,NONE,NONE,NONE,NONE,,,NON-ATCT,N,,N,,,,,,,,,Y,,Y,KREO,N,,,-13122946.0395,5247906.7465
13109,2025/11/27,19589.,A,OR,RBG,ROSEBURG,US,ANM,SEA,OREGON,DOUGLAS,OR,ROSEBURG RGNL,PU,PU,43,14,21.607,N,43.23933527,123,21,21.069,W,-123.3558525,E,533.4,S,14,E,2025,,KLAMATH FALLS,1,NW,200,ZSE,ZCS,SEATTLE,N,MMV,MC MINNVILLE,,1-800-WX-BRIEF,,,,RBG,Y,1938/12,O,,,,NGY,NO OBJECTION,N,N,N,Y,S,S,2023/08/10,,"100LL,A",MAJOR,MAJOR,NONE,HIGH,SEE RMK,SS-SR,NON-ATCT,Y,WG,N,,FAA,2021/06/17,3RD PARTY SURVEY,2021/03/28,,,,Y,"CHTR,INSTR,RNTL",Y,KRBG,N,,,-13731910.6867,5348472.358
13114,2025/11/27,19589.1,A,OR,5S1,ROSEBURG,US,ANM,SEA,OREGON,DOUGLAS,OR,GEORGE FELT,PR,PU,43,12,55.6,N,43.21544444,123,24,15.8,W,-123.40438888,E,428,E,18,E,1985,,KLAMATH FALLS,3,W,76,ZSE,ZCS,SEATTLE,N,MMV,MC MINNVILLE,,1-800-WX-BRIEF,,,,MMV,Y,1951/09,O,,,,,NOT ANALYZED,N,N,,,S,S,2023/08/10,,,NONE,NONE,NONE,NONE,,,NON-ATCT,,,N,,FAA-EST,2011/03/22,,,,,,Y,,Y,,N,,,-13737313.7318,5344822.3933
13117,2025/11/27,19595.,A,OR,SLE,SALEM,US,ANM,SEA,OREGON,MARION,OR,MCNARY FLD,PU,PU,44,54,34.3,N,44.90952777,123,0,9,W,-123.0025,E,213.4,S,17,E,2005,,SEATTLE,2,SE,751,ZSE,ZCS,SEATTLE,N,MMV,MC MINNVILLE,,1-800-WX-BRIEF,,,,SLE,Y,1937/11,O,I B,S,1973/05,NGPY3,NOT ANALYZED,N,N,N,Y,F,F,2024/11/21,,"100LL,A",MAJOR,MAJOR,HIGH,HIGH,SEE RMK,SS-SR,ATCT,Y,WG,Y,,3RD PARTY SURVEY,2016/10/19,3RD PARTY SURVEY,2016/10/19,,,Y,Y,"AFRT,AMB,AVNCS,CHTR,INSTR,RNTL,SALES",Y-L,KSLE,Y,,,-13692575.6663,5607289.7126
13128,2025/11/27,19596.1,A,OR,03S,SANDY,US,ANM,SEA,OREGON,CLACKAMAS,OR,SANDY RIVER,PR,PU,45,24,5.8,N,45.40161111,122,13,43.3,W,-122.22869444,E,704,S,19,E,1985,,SEATTLE,1,NE,35,ZSE,ZCS,SEATTLE,N,MMV,MC MINNVILLE,,1-800-WX-BRIEF,,,,MMV,Y,1955/01,O,,,,,NOT ANALYZED,N,N,N,N,S,S,2024/08/14,1983/06/23,,MAJOR,MINOR,NONE,NONE,SEE RMK,,NON-ATCT,N,,N,,FAA-EST,2010/06/11,,,,,Y,Y,"AGRI,AVNCS,SALES",Y,,N,,,-13606436.0254,5684970.0866
13129,2025/11/27,19597.,A,OR,8S3,SANTIAM JUNCTION,US,ANM,SEA,OREGON,LINN,OR,SANTIAM JUNCTION STATE,PU,PU,44,26,4.4,N,44.43455555,121,56,32.2,W,-121.94227777,E,3780,E,19,E,1985,,KLAMATH FALLS,0,S,40,ZSE,ZCS,SEATTLE,N,MMV,MC MINNVILLE,,1-800-WX-BRIEF,,,,MMV,Y,1945/09,O,,,,,NOT ANALYZED,N,N,,,S,S,2025/07/31,,,NONE,NONE,NONE,NONE,,,NON-ATCT,Y,,N,,,,,,,,,,,Y,,N,,,-13574552.2675,5532938.7858
13130,2025/11/27,19598.,A,OR,SPB,SCAPPOOSE,US,ANM,SEA,OREGON,COLUMBIA,OR,SCAPPOOSE,PU,PU,45,46,15.7,N,45.77102777,122,51,42.6,W,-122.86183333,E,58.1,S,17,E,2010,,SEATTLE,1,NE,196,ZSE,ZCS,SEATTLE,N,MMV,MC MINNVILLE,,1-800-WX-BRIEF,,,,SPB,Y,1943/11,O,,,,NGY3,NO OBJECTION,N,N,N,Y,S,S,2024/09/30,,"100LL,A",MAJOR,MAJOR,,,SEE RMK,SS-SR,NON-ATCT,Y,WG,N,,NGS,2006/04/09,NGS,2006/04/09,,,,Y,"AGRI,INSTR,RNTL",Y-L,KSPB,N,,,-13676916.7242,5743731.8773
13134,2025/11/27,19602.,A,OR,56S,SEASIDE,US,ANM,SEA,OREGON,CLATSOP,OR,SEASIDE MUNI,PU,PU,46,0,53.985,N,46.01499583,123,54,27.567,W,-123.9076575,E,12,E,20,E,1985,,SEATTLE,1,NE,32,ZSE,ZCS,SEATTLE,N,MMV,MC MINNVILLE,,1-800-WX-BRIEF,,,,MMV,Y,1946/12,O,,,,NGY,NO OBJECTION,N,N,N,Y,S,S,2023/09/07,,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,NON-ATCT,Y,WG,N,,FAA-EST,2007/04/05,FAA,2007/05/15,,,,Y,,Y-L,,N,,,-13793337.3383,5782752.6383
13150,2025/11/27,19605.1,A,OR,45S,SILVER LAKE,US,ANM,SEA,OREGON,LAKE,OR,SILVER LAKE F S STRIP,PU,PU,43,6,39.501,N,43.1109725,121,5,39,W,-121.09416666,E,4492,E,18,E,1985,,KLAMATH FALLS,3,SW,10,ZSE,ZCS,SEATTLE,N,MMV,MC MINNVILLE,,1-800-WX-BRIEF,,,,MMV,Y,1959/05,O,,,,,NOT ANALYZED,,,N,N,S,S,2023/08/08,1982/06/23,,NONE,NONE,NONE,NONE,,,NON-ATCT,Y,,N,,,,,,,,,Y,,N,,N,,,-13480140.9706,5328878.2758
13154,2025/11/27,19607.3,A,OR,6K5,SISTERS,US,ANM,SEA,OREGON,DESCHUTES,OR,SISTERS EAGLE AIR,PR,PU,44,18,16.05,N,44.30445833,121,32,20.75,W,-121.53909722,E,3168,E,19,E,1985,,KLAMATH FALLS,1,N,20,ZSE,ZCS,SEATTLE,N,MMV,MC MINNVILLE,,1-800-WX-BRIEF,,,,MMV,Y,1947/04,O,,,,,NOT ANALYZED,N,N,N,N,S,S,2025/09/30,1980/06/24,100LL,NONE,NONE,NONE,NONE,,,NON-ATCT,N,,N,,FAA-EST,2014/08/14,FAA-EST,2014/08/14,,,,Y,,Y,,N,,,-13529670.414,5512679.3358
13159,2025/11/27,19607.36,A,OR,5S6,SIXES,US,ANM,SEA,OREGON,CURRY,OR,CAPE BLANCO STATE,PU,PU,42,51,28.9284,N,42.85803566,124,31,4.113,W,-124.51780916,E,202,S,18,E,1985,,KLAMATH FALLS,4,NW,170,ZSE,ZCS,SEATTLE,N,MMV,MC MINNVILLE,,1-800-WX-BRIEF,,,,MMV,Y,,O,,,,3,NOT ANALYZED,N,N,N,Y,S,S,2023/01/18,,,,,,,SEE RMK,SS-SR,NON-ATCT,Y,WG,N,,ADO,2025/06/10,ADO,2025/06/10,,,,Y,,Y,,N,,,-13861259.1104,5290388.3299
13170,2025/11/27,19609.8,A,OR,S21,SUNRIVER,US,ANM,SEA,OREGON,DESCHUTES,OR,SUNRIVER,PR,PU,43,52,34.725,N,43.8763125,121,27,10.985,W,-121.45305138,E,4163.5,S,14,E,2025,,KLAMATH FALLS,1,W,108,ZSE,ZCS,SEATTLE,N,MMV,MC MINNVILLE,,1-800-WX-BRIEF,,,,MMV,Y,1969/05,O,,,,,NO OBJECTION,N,N,,,S,S,2025/09/10,,"100LL,A,A+",,NONE,NONE,NONE,SEE RMK,SEE RMK,NON-ATCT,Y,WG,N,,3RD PARTY SURVEY,2020/09/29,3RD PARTY SURVEY,2020/09/29,,,Y,Y,"GLD,TOW",Y-L,,N,,,-13520091.8349,5446321.1667
13173,2025/11/27,19614.,A,OR,DLS,THE DALLES,US,ANM,SEA,OREGON,KLICKITAT,WA,COLUMBIA GORGE RGNL/THE DALLES MUNI,PU,PU,45,37,9.6786,N,45.61935516,121,10,5.7926,W,-121.16827572,E,246.5,S,15,E,2015,,SEATTLE,2,NE,997,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,DLS,Y,1943/06,O,,,,NGY3,NOT ANALYZED,N,N,N,Y,S,S,2025/09/23,,"100LL,A1",MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,NON-ATCT,Y,WG,N,,FAA,,FAA,,,,,Y,"AGRI,INSTR,RNTL",Y-L,KDLS,N,,,-13488390.7534,5719559.0371
13178,2025/11/27,19616.,A,OR,TMK,TILLAMOOK,US,ANM,SEA,OREGON,TILLAMOOK,OR,TILLAMOOK,PU,PU,45,25,5.7,N,45.41825,123,48,51.8,W,-123.81438888,E,39.4,S,20,E,1985,,SEATTLE,3,S,360,ZSE,ZCS,SEATTLE,N,MMV,MC MINNVILLE,,1-800-WX-BRIEF,,,,TMK,Y,1943/07,O,,,,NGPY3,NOT ANALYZED,N,N,N,Y,S,S,2023/09/07,1982/07/14,"100LL,A",NONE,NONE,NONE,NONE,SEE RMK,SS-SR,NON-ATCT,Y,WG,N,,3RD PARTY SURVEY,2010/05/11,3RD PARTY SURVEY,2010/05/11,,,,Y,"CARGO,CHTR",Y-L,KTMK,N,,,-13782954.723,5687608.4834
13180,2025/11/27,19620.3,A,OR,5S4,TOLEDO,US,ANM,SEA,OREGON,LINCOLN,OR,TOLEDO STATE,PU,PU,44,36,3.7,N,44.60102777,123,56,22.6,W,-123.93961111,E,12,S,19,E,1985,,SEATTLE,1,SW,14,ZSE,ZCS,SEATTLE,N,MMV,MC MINNVILLE,,1-800-WX-BRIEF,,,,MMV,Y,1958/03,O,,,,,NOT ANALYZED,,,,,S,S,2025/08/06,,,,,,,,,NON-ATCT,N,,N,,FAA-EST,2011/03/22,,,,,,Y,,Y,,N,,,-13796894.3979,5558928.6459
13186,2025/11/27,19627.,A,OR,S49,VALE,US,ANM,SEA,OREGON,MALHEUR,OR,MILLER MEML AIRPARK,PU,PU,43,57,49.578,N,43.96377166,117,15,33.633,W,-117.2593425,E,2249,S,17,E,1985,,KLAMATH FALLS,1,SW,180,ZLC,ZCU,SALT LAKE CITY,N,MMV,MC MINNVILLE,,1-800-WX-BRIEF,,,,MMV,Y,1946/09,O,,,,,NOT ANALYZED,N,N,N,,S,S,2025/09/25,,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,NON-ATCT,Y,WG,N,,,,,,,,,Y,AGRI,Y,,N,,,-13053250.2979,5459837.4749
13187,2025/11/27,19631.,A,OR,05S,VERNONIA,US,ANM,SEA,OREGON,COLUMBIA,OR,VERNONIA MUNI,PU,PU,45,51,7.5825,N,45.85210625,123,14,34.3295,W,-123.2428693,E,650,S,20,E,1985,,SEATTLE,2,W,47,ZSE,ZCS,SEATTLE,N,MMV,MC MINNVILLE,,1-800-WX-BRIEF,,,,MMV,Y,1938/12,O,,,,,NOT ANALYZED,N,N,N,N,S,S,2025/09/19,,,NONE,NONE,NONE,NONE,,,NON-ATCT,N,,N,,FAA-EST,2011/04/11,,,,,,Y,,N,,N,,,-13719333.4544,5756680.7351
13189,2025/11/27,19633.5,A,OR,R33,WALDPORT,US,ANM,SEA,OREGON,LINCOLN,OR,WAKONDA BEACH STATE,PU,PU,44,23,4.43,N,44.38456388,124,5,6.43,W,-124.08511944,E,41,E,19,E,1985,,KLAMATH FALLS,3,S,27,ZSE,ZCS,SEATTLE,N,MMV,MC MINNVILLE,,1-800-WX-BRIEF,,,,MMV,Y,1957/09,O,,,,,NO OBJECTION,N,N,,,S,S,2025/08/06,,,NONE,NONE,NONE,NONE,,,NON-ATCT,N,,N,,,,,,,,,Y,,Y,,N,,,-13813092.3111,5525148.4847
13194,2025/11/27,19635.,A,OR,35S,WASCO,US,ANM,SEA,OREGON,SHERMAN,OR,WASCO STATE,PU,PU,45,35,21.135,N,45.58920416,120,40,26.345,W,-120.67398472,E,1503,E,19,E,1985,,SEATTLE,1,E,66,ZSE,ZCS,SEATTLE,N,MMV,MC MINNVILLE,,1-800-WX-BRIEF,,,,MMV,Y,1944/10,O,,,,NGY,NOT ANALYZED,,,N,,S,S,2025/07/21,,,NONE,NONE,,NONE,SEE RMK,SS-SR,NON-ATCT,N,WG,N,,FAA,2014/04/24,FAA,2014/04/24,,,,Y,AGRI,Y-L,,N,,,-13433366.531,5714761.5153
17387,2025/11/27,26098.1,A,WA,74S,ANACORTES,US,ANM,SEA,WASHINGTON,SKAGIT,WA,ANACORTES,PU,PU,48,29,54.625,N,48.49850694,122,39,44.885,W,-122.66246805,E,246.1,S,21,E,1985,,SEATTLE,2,W,120,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1970/12,O,,,,NGY,NO OBJECTION,N,Y,N,Y,S,S,2023/09/05,,"100,A",NONE,NONE,NONE,NONE,SEE RMK,SS-SR,NON-ATCT,Y,WG,N,,3RD PARTY SURVEY,2020/12/29,3RD PARTY SURVEY,2020/12/29,,,,Y,"AFRT,AMB,CHTR",Y-L,,N,,,-13654723.4828,6190192.9803
17390,2025/11/27,26098.23,C,WA,21H,ANACORTES,US,ANM,SEA,WASHINGTON,SKAGIT,WA,SKYLINE,PR,PU,48,28,59.37,N,48.48315833,122,41,4.625,W,-122.68461805,E,0,E,21,E,1985,,SEATTLE,3,W,,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1970/11,O,,,,,NO OBJECTION,N,N,N,N,S,S,2023/09/05,,,,,,,,,NON-ATCT,N,,N,,,,,,,Y,,,,N,,N,,,-13657189.2095,6187614.8957
17391,2025/11/27,26098.6,A,WA,D69,ANATONE,US,ANM,SEA,WASHINGTON,ASOTIN,WA,ROGERSBURG,PU,PU,46,4,26.88,N,46.07413333,116,57,53.54,W,-116.96487222,E,869,E,,,,,SEATTLE,8,SE,,ZSE,ZCS,SEATTLE,,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,2003/09,CI,,,,,NO OBJECTION,,,,,,S,2022/07/26,2003/07/07,,,,,,,,NON-ATCT,N,,,,FAA OE/AAA,2017/09/20,FAA OE/AAA,2017/09/20,,,,,,N,,N,,,-13020470.0162,5792237.1074
17392,2025/11/27,26099.,A,WA,AWO,ARLINGTON,US,ANM,SEA,WASHINGTON,SNOHOMISH,WA,ARLINGTON MUNI,PU,PU,48,9,38.7,N,48.16075,122,9,32.5,W,-122.15902777,E,141.8,S,17,E,2010,1058,SEATTLE,3,SW,1200,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,AWO,Y,1937/08,O,,,,NGPY,NOT ANALYZED,N,N,N,Y,S,S,2023/09/18,,"100LL,A",MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,NON-ATCT,Y,WG,N,,3RD PARTY SURVEY,2006/05/02,3RD PARTY SURVEY,2006/05/02,,,,Y,"AMB,AVNCS,CARGO,CHTR,GLD,INSTR,RNTL,SALES,SURV,TOW",Y-L,KAWO,N,,,-13598680.7672,6133639.6942
17403,2025/11/27,26103.11,A,WA,S50,AUBURN,US,ANM,SEA,WASHINGTON,KING,WA,AUBURN MUNI,PU,PU,47,19,39.45,N,47.327625,122,13,35.958,W,-122.226655,E,63,S,18,E,2005,,SEATTLE,1,N,110,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1970/03,O,,,,NGY,NO OBJECTION,N,N,N,Y,S,S,2023/07/13,1992/01/23,"100LL,A",MAJOR,MAJOR,,,SEE RMK,SS-SR,NON-ATCT,Y,WG,N,,3RD PARTY SURVEY,2022/05/10,3RD PARTY SURVEY,2022/05/10,,,Y,Y,"CHTR,INSTR,RNTL,SALES",Y-L,,N,,,-13606208.996,5995715.7366
17404,2025/11/27,26104.,A,WA,4W0,BANDERA,US,ANM,SEA,WASHINGTON,KING,WA,BANDERA STATE,PU,PU,47,23,43.328,N,47.39536888,121,32,11.299,W,-121.53647194,E,1636,E,20,E,1985,,SEATTLE,0,W,25,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1948/09,O,,,,S1,NOT ANALYZED,N,N,N,Y,S,S,2024/09/09,,,NONE,NONE,NONE,NONE,,,NON-ATCT,N,,N,,STATE,2003/03/03,STATE,2003/03/03,,,,Y,,Y,,N,,,-13529378.1692,6006848.8107
17406,2025/11/27,26104.1,A,WA,W52,BATTLE GROUND,US,ANM,SEA,WASHINGTON,CLARK,WA,GOHEEN,PR,PU,45,49,36.467,N,45.82679638,122,34,36.682,W,-122.57685611,E,292,E,20,E,1985,,SEATTLE,3,NW,100,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1971/02,O,,,,,CONDL,N,N,N,N,S,S,2023/08/01,1980/08/25,,MAJOR,MAJOR,,NONE,SEE RMK,,NON-ATCT,N,,N,,STATE,2005/07/26,STATE,2005/07/26,,,,Y,,Y,,N,,,-13645193.2052,5752636.5296
17407,2025/11/27,26104.11,A,WA,W58,BATTLE GROUND,US,ANM,SEA,WASHINGTON,CLARK,WA,CEDARS NORTH,PR,PU,45,45,52.4,N,45.76455555,122,30,54.3,W,-122.51508333,E,275,E,19,E,1985,,SEATTLE,1,NW,6,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1991/06,O,,,,,NO OBJECTION,,,,,2,S,2023/08/24,1991/06/05,,,,,,,,NON-ATCT,N,,,,,,,,,,,N,,Y,,N,,,-13638316.6908,5742699.0257
17414,2025/11/27,26109.,A,WA,BLI,BELLINGHAM,US,ANM,SEA,WASHINGTON,WHATCOM,WA,BELLINGHAM INTL,PU,PU,48,47,33.7,N,48.79269444,122,32,15.1,W,-122.53752777,E,171,S,16,E,2020,1030,SEATTLE,3,NW,2190,ZVR,ZVR,VANCOUVER,,SEA,SEATTLE,,1-800-WX-BRIEF,,,,BLI,Y,1938/11,O,I B,S,1974/11,NGPRY3,NOT ANALYZED,Y,N,N,Y,F,F,2025/01/08,,"100LL,A",NONE,MAJOR,,,SEE RMK,SS-SR,ATCT,Y,WG,Y,,3RD PARTY SURVEY,2016/10/17,3RD PARTY SURVEY,2016/10/17,,,,Y,"AFRT,AVNCS,CARGO,CHTR,INSTR,RNTL",Y-L,KBLI,N,,,-13640815.1944,6239758.9029
17418,2025/11/27,26110.11,C,WA,0W7,BELLINGHAM,US,ANM,SEA,WASHINGTON,WHATCOM,WA,FLOATHAVEN,PR,PU,48,44,8.2,N,48.73561111,122,20,24.1,W,-122.34002777,E,307,E,21,E,1985,,SEATTLE,6,SE,,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1962/10,O,,,,,NOT ANALYZED,N,N,N,N,S,S,2024/06/26,,,MAJOR,MAJOR,NONE,NONE,,,NON-ATCT,N,,N,,OWNER,2010/07/09,OWNER,2010/07/09,,,N,,,Y,,N,,,-13618829.595,6230118.6223
17428,2025/11/27,26120.,A,WA,PWT,BREMERTON,US,ANM,SEA,WASHINGTON,KITSAP,WA,BREMERTON NTL,PU,PU,47,29,24.9,N,47.49025,122,45,53.3,W,-122.76480555,E,444,S,16,E,2015,,SEATTLE,7,SW,1729,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,PWT,Y,1938/12,O,,,,NGPY3,NOT ANALYZED,N,N,N,Y,F,S,2023/08/09,,"100LL,A",MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,NON-ATCT,Y,WG,N,,NGS,2008/03/21,NGS,2008/03/21,,,,Y,"AFRT,AMB,AVNCS,CHTR,INSTR,RNTL",Y-L,KPWT,N,,,-13666115.6412,6022465.7251
17431,2025/11/27,26123.1,A,WA,S97,BREWSTER,US,ANM,SEA,WASHINGTON,OKANOGAN,WA,ANDERSON FLD,PU,PU,48,6,17.023,N,48.10472861,119,43,11.696,W,-119.71991555,E,919.5,S,20,E,1985,,SEATTLE,3,E,64,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1965/01,O,,,,NGY,NO OBJECTION,N,N,N,Y,S,S,2024/04/30,,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,NON-ATCT,Y,WG,N,,3RD PARTY SURVEY,2017/12/12,3RD PARTY SURVEY,2017/12/12,,,,Y,"AGRI,CHTR,INSTR,RNTL",Y-L,,N,,,-13327160.0368,6124295.6625
17437,2025/11/27,26125.1,A,WA,BVS,BURLINGTON/MOUNT VERNON,US,ANM,SEA,WASHINGTON,SKAGIT,WA,SKAGIT RGNL,PU,PU,48,28,13.894,N,48.47052611,122,25,18.082,W,-122.42168944,E,145.1,S,16,E,2015,500,SEATTLE,3,W,1847,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,BVS,Y,1937/12,O,,,,NGPY,CONDL,N,Y,N,Y,S,S,2023/08/16,,"100LL,A",MAJOR,MAJOR,HIGH/LOW,NONE,SEE RMK,SS-SR,NON-ATCT,Y,WG,N,,3RD PARTY SURVEY,2018/12/01,3RD PARTY SURVEY,2018/12/01,,,,Y,"AFRT,AVNCS,CHTR,INSTR,RNTL,SALES",Y-L,KBVS,N,,,-13627920.1305,6185493.6645
17439,2025/11/27,26130.,A,WA,1W1,CAMAS,US,ANM,SEA,WASHINGTON,CLARK,WA,GROVE FLD,PU,PU,45,37,40.186,N,45.62782944,122,24,15.521,W,-122.40431138,E,429,E,19,E,1985,800,SEATTLE,3,N,23,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1946/05,O,,,,N,NOT ANALYZED,N,N,N,N,S,S,2023/08/08,1981/08/25,"100,MOGAS",NONE,NONE,NONE,NONE,SEE RMK,SEE RMK,NON-ATCT,Y,WG,N,,STATE,2003/06/02,STATE,2003/06/02,,,,Y,"INSTR,RNTL",Y-L,,N,,,-13625985.6137,5720907.8993
17442,2025/11/27,26135.,A,WA,8S2,CASHMERE,US,ANM,SEA,WASHINGTON,CHELAN,WA,CASHMERE-DRYDEN,PU,PU,47,30,53.1,N,47.51475,120,29,4.8,W,-120.48466666,E,857.6,S,20,E,1985,,SEATTLE,2,SW,24,ZSE,ZCS,SEATTLE,N,SEA,SEATTLE,,1-800-WX-BRIEF,,,,SEA,Y,1950/07,O,,,,N1,NOT ANALYZED,N,N,N,N,S,S,2024/05/23,1981/09/16,,NONE,NONE,NONE,NONE,SEE RMK,SEE RMK,NON-ATCT,N,WG,N,,3RD PARTY SURVEY,2017/11/03,3RD PARTY SURVEY,2017/11/03,,,,Y,,Y-L,,N,,,-13412291.741,6026502.8728
